title,cast,,,,,,,
Oh My God,"Akshay Kumar, Paresh Rawal, Mithun Chakraborty, Om Puri, Apoorva Arora, Arun Bali, Honey Chaaya, Poonam Jhawer, Mahesh Manjrekar, Govind Namdeo",,,,,,,
Boss,"Akshay Kumar, Ronit Roy, Shiv Pandit, Mithun Chakraborty, Johnny Lever, Aditi Rao Hydari, Danny Denzongpa, Govind Namdeo, Parikshat Sahni, Aakash Dabhade",,,,,,,
Gabbar Is Back,"Akshay Kumar, Shruti Haasan, Sunil Grover, Kareena Kapoor, Ishita Vyas, Suman Talwar, Jaideep Ahlawat, Shruti Bapna",,,,,,,
Rowdy Rathore,"Akshay Kumar, Sonakshi Sinha, Nasser, Yashpal Sharma, Paresh Ganatra, Gurdip Kohli, Mushtaq Khan, Amit Kumar Tiwari",,,,,,,
Joker,"Akshay Kumar, Sonakshi Sinha, Shreyas Talpade, Minissha Lamba, Pitobash, Darshan Jariwala, Alexx O'Nell, Asrani, Sanjay Mishra, Vrijesh Hirjee",,,,,,,
Pad Man,"Akshay Kumar, Sonam Kapoor, Radhika Apte, Jyoti Subhash, Urmila Mahanta, Suneel Sinha, Sanjay Singh, Rakesh Chaturvedi Om",,,,,,,
Bhool Bhulaiyaa,"Akshay Kumar, Vidya Balan, Ameesha Patel, Shiney Ahuja, Paresh Rawal, Rajpal Yadav, Manoj Joshi, Asrani, Vikram Gokhale, Rasika Joshi",,,,,,,
Gurgaon,"Akshay Oberoi, Pankaj Tripathi, Aamir Bashir, Ragini Khanna, Shalini Vatsa",,,,,,,
Pizza,"Akshay Oberoi, Parvathy Omanakuttan, Arunoday Singh, Dipannita Sharma, Rajesh Sharma, Omkar Das Manikpuri, Hussain Dalal, D. Santosh",,,,,,,
Manglehorn,"Al Pacino, Holly Hunter, Harmony Korine, Chris Messina, Skylar Gasper, Brian D. Mays, Herculano Trevino, Angela Woods",,,,,,,
Donnie Brasco,"Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby, James Russo, Anne Heche, Zeljko Ivanek, Gerry Becker, Robert Miano, Zach Grenier",,,,,,,
Solo,"Alain Hernández, Aura Garrido, Ben Temple",,,,,,,
Getaway Plan,"Alain Hernández, Javier Gutiérrez, Alba Galocha, Itziar Atienza, Luis Tosar, Florin Opritescu, Jaroslaw Bielski, Peter Nikolas",,,,,,,
Kickboxer: Vengeance,"Alain Moussi, Jean-Claude Van Damme, Dave Bautista, Gina Carano, Georges St-Pierre, Sara Malakul Lane, Matthew Ziff, T.J. Storm, Fabricio Werdum, Cain Velasquez",,,,,,,
Kickboxer: Retaliation,"Alain Moussi, Jean-Claude Van Damme, Mike Tyson, Christopher Lambert, Sara Malakul Lane, Hafþór Júlíus Björnsson, Sam Medina, Steven Swadling",,,,,,,
Very Big Shot,"Alain Saadeh, Fouad Yammine, Tarek Yaacoub, Alexandra Kahwaji, Wissam Fares, Georges Hayeck, Fadi Abi Samra, Marcel Ghanem",,,,,,,
Norm of the North: King Sized Adventure,"Alan Marriott, Andrew Toth, Brian Dobson, Cole Howard, Jennifer Cameron, Jonathan Holmes, Lee Tockar, Lisa Durupt, Maya Kay, Michael Dobson",,,,,,,
Blue Mountain State: The Rise of Thadland,"Alan Ritchson, Darin Brooks, James Cade, Rob Ramsay, Chris Romano, Frankie Shaw, Omari Newton, Ed Marinaro, Dhani Jones, Ed Amatrudo, Jimmy Tatro",,,,,,,
The Tenth Man,"Alan Sabbagh, Julieta Zylberberg, Usher Barilka, Elvira Onetto, Adrián Stoppelman, Dan Breitman, Elisa Carricajo",,,,,,,
Alan Saldaña: Mi vida de pobre,Alan Saldaña,,,,,,,
Solo: A Star Wars Story,"Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover, Joonas Suotamo, Thandie Newton, Phoebe Waller-Bridge, Paul Bettany",,,,,,,
Solo: A Star Wars Story (Spanish Version),"Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover, Joonas Suotamo, Thandie Newton, Phoebe Waller-Bridge, Paul Bettany",,,,,,,
Alejandro Riaño: Especial de stand up,Alejandro Riaño,,,,,,,
Alejandro Sanz: What I Was Is What I Am,Alejandro Sanz,,,,,,,
Kita Kita,"Alessandra de Rossi, Empoy Marquez",,,,,,,
On My Skin,"Alessandro Borghi, Jasmine Trinca, Milvia Marigliano, Max Tortora",,,,,,,
Murder Party,"Alex Barnett, Macon Blair, Paul Goldblatt, Stacy Rock, William Lacey, Beau Sia, Skei Saulnier, Chris Sharp, Bill Tangradi",,,,,,,
Head On,"Alex Dimitriades, Paul Capsis, Julian Garner, Tony Nikolakopoulos, Elena Mandalis, Eugenia Fragos, Damien Fotiou, Andrea Mandalis, Maria Mercedes, Dora Kaskanis, Alex Papps, Vassili Zappa",,,,,,,
"El Especial de Alex Fernández, el Especial",Alex Fernández,,,,,,,
The Detained,"Alex Frnka, Sarah Davenport, Henry Zaga, Coy Stewart, Jennifer Robyn Jacobs, Gillian Vigman, Kevin Blake",,,,,,,
Power Rangers Samurai: Clash of the Red Rangers,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Rene Naufahu",,,,,,,
"Power Rangers Samurai: Christmas Together, Friends Forever (Christmas Special)","Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Felix Ryan, Paul Schrier",,,,,,,
Power Rangers Samurai: Party Monsters (Halloween Special),"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Felix Ryan, Paul Schrier, Ricardo Medina Jr.",,,,,,,
Power Rangers Super Samurai: Stuck on Christmas,"Alex Heartman, Najee De-Tiege, Hector David Jr., Erika Fong, Brittany Anne Pirtle, Steven Skyler, Paul Schrier, Felix Ryan, Jeff Szusterman, Stig Alred, Kate Elliot",,,,,,,
Power Rangers Super Samurai: Trickster Treat,"Alex Heartman, Najee De-Tiege, Hector David Jr., Erika Fong, Brittany Anne Pirtle, Steven Skyler, Rene Naufahu, Paul Schrier, Felix Ryan, Jeff Szusterman, Stig Alred, Kate Elliot",,,,,,,
The Young Offenders,"Alex Murphy, Chris Walley, Hilary Rose, Dominic MacHale, P.J. Gallagher, Shane Casey, Pascal Scott, Michael Sands, Ciaran Bermingham",,,,,,,
A.X.L.,"Alex Neustaedter, Becky G., Alex MacNicoll, Dominic Rains, Thomas Jane, Lou Taylor Pucci, Patricia De Leon, Niko Guardado, Ted McGinley, Marie-Françoise Theodore, Eric Etebari, Dorian Kingi",,,,,,,
Brampton's Own,"Alex Russell, Rose McIver, Jean Smart, Scott Porter, Kevin Linehan, Spencer Grammer, Carter Hastings, Riley Voelkel, John Getz",,,,,,,
Black Rose,"Alexander Nevsky, Kristanna Loken, Adrian Paul, Robert Davi, Robert Madrid, Matthias Hues, Oksana Sidorenko, Emmanuil Vitorgan, Olga Rodionova, Polina Butorina",,,,,,,
War on Everyone,"Alexander Skarsgård, Michael Peña, Theo James, Tessa Thompson, Caleb Landry Jones, Paul Reiser, Stephanie Sigman, David Wilmot, Malcolm Barrett",,,,,,,
Mute,"Alexander Skarsgård, Paul Rudd, Justin Theroux",,,,,,,
On Body and Soul,"Alexandra Borbély, Géza Morcsányi, Réka Tenki, Zoltán Schneider, Ervin Nagy, Itala Bekes, Éva Bata, Pál Mácsai, Zsuzsa Jaro, Nóra Rainer-Micsinyei",,,,,,,
City of God,"Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva, Jonathan Haagensen, Matheus Nachtergaele, Seu Jorge, Jefechander Suplino, Alice Braga",,,,,,,
Knock Down The House,Alexandria Ocasio-Cortez,,,,,,,
Mea Culpa,Alexis de Anda,,,,,,,
Alexis Viera: A Story of Surviving,Alexis Viera,,,,,,,
The Chosen,"Alfonso Herrera, Hannah Murray, Henry Goodman, Julian Sands, Frances Barber, Emilio Echevarría, Alejandro Calva, Elvira Mínguez, Roger Casamajor, Luis Rosales, Javier Godino, Alexander Holtmann, Brontis Jodorowsky",,,,,,,
Juanita,"Alfre Woodard, Adam Beach, LaTanya Richardson Jackson, Marcus Henderson, Blair Underwood, Ashlie Atkinson, Tsulan Cooper",,,,,,,
For Here or to Go?,"Ali Fazal, Melanie Chandra, Rajit Kapoor, Amitosh Nagpal, Omi Vaidya, Samrat Chakrabarti, Keith Stevenson",,,,,,,
House Arrest,"Ali Fazal, Shriya Pilgaonkar, Jim Sarbh, Barkha Singh, Badrul Islam, Sunil Kumar",,,,,,,
Noblemen,"Ali Haji, Kunal Kapoor, Muskkaan Jaferi, Hardik Thakkar, Ali Mir, Shaan Grover, M.K. Raina, Ivan Rodrigues",,,,,,,
Final Destination 2,"Ali Larter, A.J. Cook, Michael Landes, Terrence 'T.C.' Carson, Jonathan Cherry, Keegan Connor Tracy, Sarah Carter, Lynda Boyd, David Paetkau, Justina Machado",,,,,,,
The Diabolical,"Ali Larter, Arjun Gupta, Max Rose, Merrin Dungey, Chloe Perrin, Kurt Carley, Patrick Fischler, Wilmer Calderon, Tom Wright",,,,,,,
Good and Prosperous,"Ali Rabee, Mohamed Abdel-Rahman, Bayoumi Fouad, Karim Afifi, Dalal Abdel Aziz, Mai Selim, Tara Emad, Mohammed Tharwat, Haifa Wehbe, Ahmed Adel",,,,,,,
The Worthy,"Ali Suliman, Mahmoud Al Atrash, Samer al Masri, Rakeen Saad, Habib Ghuloom, Samer Ismail, Salah Hanoun, Maisa Abd Elhadi, Mohammad Al Ibrahimi, Nabeel Ahmad Alkoni",,,,,,,
Zinzana,"Ali Suliman, Saleh Bakri, Yasa, Ali Al-Jabri, Mansoor Alfeeli, Ahd",,,,,,,
Hayat Öpücügü,"Ali Sunal, Hatice Şendil, Ayda Aksel, Ahmet Saraçoğlu, Janset, Zerrin Sümer, Somer Karvan, Ali Çelik",,,,,,,
Ali Wong: Baby Cobra,Ali Wong,,,,,,,
Ali Wong: Hard Knock Wife,Ali Wong,,,,,,,
Always Be My Maybe,"Ali Wong, Randall Park, James Saito, Michelle Buteau, Vivian Bang, Keanu Reeves, Susan Park, Daniel Dae Kim, Karan Soni, Charlyne Yi",,,,,,,
Teefa in Trouble,"Ali Zafar, Maya Ali, Javed Sheikh, Mehmood Aslam, Faisal Qureshi, Nayyar Ejaz, Asma Abbas, Marhoom Ahmad Bilal, Simi Raheal, Salman Bokhari",,,,,,,
Chashme Buddoor,"Ali Zafar, Siddharth, Divyendu Sharma, Tapsee Pannu, Rishi Kapoor, Anupam Kher, Bharati Achrekar, Varun Dhawan, Lillete Dubey, Ayaz Khan, Ashish Verma",,,,,,,
2 States,"Alia Bhatt, Arjun Kapoor, Ronit Roy, Amrita Singh, Revathy, Aru Krishansh Verma",,,,,,,
Dear Zindagi,"Alia Bhatt, Shah Rukh Khan, Ira Dubey, Yashaswini Dayama, Gautmik, Raj Bhansali, Rohit Saraf, Atul Kale, Kunal Kapoor, Angad Bedi, Ali Zafar, Aditya Roy Kapoor",,,,,,,
Paint It Black,"Alia Shawkat, Janet McTeer, Rhys Wakefield, Alfred Molina, Emily Rios, Nancy Kwan, John Roberts, Annabelle Attanasio, Ken Davitian",,,,,,,
Duck Butter,"Alia Shawkat, Laia Costa, Mae Whitman, Hong Chau, Kate Berlant, Lindsay Burdge, Kumail Nanjiani, Mark Duplass, Jay Duplass, Jenny O'Hara",,,,,,,
The Student,"Alicia Leigh Willis, Blake Michael, Trevor St. John, Lindsay Hartley, Eric Nelsen, Wolfgang Bodison",,,,,,,
Earthquake Bird,"Alicia Vikander, Riley Keough, Naoki Kobayashi, Jack Huston, Kiki Sukezane, Yoshiko Sakuma, Ken Yamamura, Kazuhiro Muroyama, Akiko Iwase, Crystal Kay",,,,,,,
The Little Hours,"Alison Brie, Dave Franco, Kate Micucci, Aubrey Plaza, John C. Reilly, Molly Shannon, Fred Armisen, Jemima Kirke, Lauren Weedman, Nick Offerman, Paul Reiser, Adam Pally, Paul Weitz, Jon Gabrus",,,,,,,
Iverson,Allen Iverson,,,,,,,
Lady-Like,"Allie Gallerani, Beverly D'Angelo, Olivia Luccardi, Stephanie Simbari, Nick Clark, Brian Wiles",,,,,,,
The Perfection,"Allison Williams, Logan Browning, Steven Weber, Alaina Huffman, Mark Kandborg, Graeme Duffy",,,,,,,
The Maus,"Alma Terzic, August Wittgenstein, Aleksandar Seksan, Sanin Milavic, Diana Fernández Pérez, Ella Jazz",,,,,,,
Friend Request,"Alycia Debnam-Carey, William Moseley, Connor Paolo, Brit Morgan, Brooke Markham, Sean Marquette, Liesl Ahlers, Shashawnee Hall, Susan Danford",,,,,,,
What a Girl Wants,"Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins, Anna Chancellor, Jonathan Pryce, Oliver James, Christina Cole",,,,,,,
Center Stage,"Amanda Schull, Zoe Saldana, Susan May Pratt, Peter Gallagher, Donna Murphy, Debra Monk, Ethan Stiefel, Sascha Radetsky, Julie Kent, Ilia Kulik",,,,,,,
Fall Girls,"Amara La Negra, Erica Hubbard, Joely Fisher, Paris Phillips, Erica Peeples, Tami Roman, Alfred Thomas II, J-Boog, Hunter Ives, Dylan Mooney",,,,,,,
Jarhead: Law of Return,"Amaury Nolasco, Devon Sawa, Robert Patrick, Jeff Pierre, Ben Cross, Amos Tamam, Yael Eitan, Tsahi Halevi",,,,,,,
Spirit Riding Free: Spirit of Christmas,"Amber Frank, Bailey Gambertoglio, Sydney Park, Evan Agos, Kay Bess, Darcy Rose Byrnes, David Faustino, Gabriella Graves, Duncan Joiner, Katherine McNamara, Nolan North, Tiya Sircar",,,,,,,
Only Mine,"Amber Midthunder, Brett Zimmerman, Chris Browning, Walter Fauntleroy, Claudia Ferri, Lorenzo James Henrie, Ellen Wroe, Ashley Holliday Tavares, Nancy Linehan Charles, Jonna Walsh",,,,,,,
Running Shaadi,"Amit Sadh, Tapsee Pannu, Arsh Bajwa, Brijendra Kala, Mahavir Bhullar, Pankaj Jha, Neeta Mohindra",,,,,,,
Yeh Hai Bakrapur,"Amit Sial, Yoshika Verma, Anshuman Jha, Asif Basra, Suruchi Aulakh",,,,,,,
Mahabharat,"Amitabh Bachchan, Ajay Devgn, Vidya Balan, Shatrughan Sinha, Sunny Deol, Anil Kapoor, Manoj Bajpayee, Jackie Shroff, Anupam Kher, Deepti Naval",,,,,,,
Kaalia,"Amitabh Bachchan, Asha Parekh, Parveen Babi, Amjad Khan, Pran, K.N. Singh, Sajjan, Murad, Kader Khan, Jagdeep",,,,,,,
Wazir,"Amitabh Bachchan, Farhan Akhtar, Aditi Rao Hydari, Manav Kaul, Neil Nitin Mukesh, John Abraham",,,,,,,
Boom,"Amitabh Bachchan, Gulshan Grover, Jackie Shroff, Javed Jaffrey, Katrina Kaif, Madhu Sapre, Padma Lakshmi, Seema Biswas, Zeenat Aman, Boman Irani",,,,,,,
Satte Pe Satta,"Amitabh Bachchan, Hema Malini, Amjad Khan, Sachin, Shakti Kapoor, Ranjeeta Kaur, Paintal, Ranjeet",,,,,,,
Bbuddah Hoga Terra Baap,"Amitabh Bachchan, Hema Malini, Raveena Tandon, Sonu Sood, Sonal Chauhan, Charmy Kaur, Prakash Raj, Makrand Deshpande, Subbaraju, Shawar Ali, Rajeev Verma",,,,,,,
Lakshya,"Amitabh Bachchan, Hrithik Roshan, Preity Zinta, Om Puri, Sharad Kapoor, Rajendranath Zutshi, Sushant Singh, Prashant Chainani, Shakeel Khan, Ranvir Shorey",,,,,,,
Teen Patti,"Amitabh Bachchan, Madhavan, Ben Kingsley, Shraddha Kapoor, Siddharth Kher, Dhruv Ganesh, Vaibhav Talwar",,,,,,,
TE3N,"Amitabh Bachchan, Nawazuddin Siddiqui, Vidya Balan, Mukesh Chhabra, Sabyasachi Chakraborty, Prakash Belawadi, Tota Roy Chowdhury, Padmavati Rao, Suneel Sinha",,,,,,,
Aarakshan,"Amitabh Bachchan, Saif Ali Khan, Manoj Bajpayee, Deepika Padukone, Prateik, Tanvi Azmi, Saurabh Shukla, Darshan Jariwala, Yashpal Sharma, Mukesh Tiwari",,,,,,,
Namak Halaal,"Amitabh Bachchan, Shashi Kapoor, Parveen Babi, Smita Patil, Waheeda Rehman, Om Prakash, Ranjeet, Satyendra Kapoor",,,,,,,
Badla,"Amitabh Bachchan, Taapsee Pannu, Amrita Singh, Tony Luke, Manav Kaul",,,,,,,
Hera Pheri,"Amitabh Bachchan, Vinod Khanna, Saira Banu, Sulakshana Pandit, Shreeram Lagoo, Pinchoo Kapoor, P. Jairaj, Yunus Parvez",,,,,,,
The Great Gambler,"Amitabh Bachchan, Zeenat Aman, Neetu Singh, Prem Chopra, Utpal Dutt, Madan Puri, Om Shivpuri, Iftekhar, Sujit Kumar, Roopesh Kumar",,,,,,,
Don,"Amitabh Bachchan, Zeenat Aman, Pran, Iftekhar, Om Shivpuri, Satyendra Kapoor, P. Jairaj, Kamal Kapoor, Arpana Choudhry, Helen",,,,,,,
Melle,"Amith Chakalakkal, Thanuja Karthik, Joy Mathew, Joju George, Krishna Prabha, Ambika Mohan, P. Balachandran, Illikkett Namboothiri",,,,,,,
Inside Man: Most Wanted,"Aml Ameen, Rhea Seehorn, Roxanne McKee, Urs Rechn, Akshay Kumar, Tanya van Graan, Andre Jacobs, Sven Ruygrok",,,,,,,
Sat Shri Akaal England,"Ammy Virk, Monica Gill, Karamjit Anmol, Sardar Sohi, Jarnail Singh, Satwant Kaur, Harby Sangha, Baljinder Darapuri",,,,,,,
Qismat,"Ammy Virk, Sargun Mehta, Guggu Gill, Tania, Harby Sangha, Hardeep Gill, Sukhdev Barnala, Satwant Kaur, Baljinder Kaur, Jashanjeet Gosha",,,,,,,
Gol Maal,"Amol Palekar, Bindiya Goswami, Deven Verma, Utpal Dutt, Shubha Khote, Manju Singh, Dina Pathak, Pushpa, David Abraham, Asrani",,,,,,,
The Ant's Scream,"Amr Abdel-Geleel, Rania Yousef, Salloum Haddad, Hesham Al-Meligy, Farida Al-Gready, Ahmad Wafiq, Mohamed Abo El Hassan, Amr Sakr, Ahmed Gamal Saeed, Riham Ayman",,,,,,,
Regatta,"Amr Saad, Ilham Shaheen, Rania Yousef",,,,,,,
Happy Go Lucky,"Amrinder Gill, Harish Verma, Sumeet Sandhu, Gurpreet Guggi, B.N. Sharma, Praneet Bhatt, Kuldeep Sharma",,,,,,,
Angry Indian Goddesses,"Amrit Maghera, Rajshri Deshpande, Pavleen Gujral, Anushka Manchanda, Sandhya Mridul, Sarah-Jane Dias, Tannishtha Chatterjee, Adil Hussain, Arjun Mathur, Anuj Choudhry",,,,,,,
Satrangi Re,"Amruta Khanvilkar, Vidyadhar Joshi, Subodh Bhave",,,,,,,
Killa,"Amruta Subhash, Archit Deodhar, Parth Bhalerao, Gaurish Gawade, Atharva Upasni, Swandand Raikar, Shrikant Yadav, Umesh Jagtap, Shivalati Bokil, Jui Kahate",,,,,,,
Badha,"Amruta Subhash, Rajesh More, Devika Daftardar, Renuka Daftardar, Uttara Baokar, Jyoti Subhash, Milind Shinde, Sachin Mondkar",,,,,,,
Dear Santa,"Amy Acker, David Haydn-Jones, Patrick Creery, Gina Holden, James Dugan, Margherita Donato, Brooklynn Proulx, James D. Hopkin, Bob Irvine",,,,,,,
Junebug,"Amy Adams, Embeth Davidtz, Ben McKenzie, Alessandro Nivola, Frank Hoyt Taylor, Celia Weston, Scott Wilson, Jill Wagner, Victoria Jackson, Chuck Russell, Jerry Minor, Matt Besser",,,,,,,
Leap Year,"Amy Adams, Matthew Goode, Adam Scott, John Lithgow, Noel O'Donovan, Tony Rohr, Pat Laffan, Alan Devlin, Ian McElhinney, Dominique McElligott",,,,,,,
Lady Bloodfight,"Amy Johnston, Muriel Hofmann, Jenny Wu, Kathy Wu, Jet Tranter, Mayling Ng",,,,,,,
Doom: Annihilation,"Amy Manson, Dominic Mafham, Luke Allen-Gale, James Weber Brown, Clayton Adams, Nina Bergman, Amer Chadha-Patel, Gavin Brocker, Chidi Ajufo, Hari Dhillon, Katrina Nare",,,,,,,
Wine Country,"Amy Poehler, Maya Rudolph, Ana Gasteyer, Rachel Dratch, Paula Pell, Emily Spivey, Tina Fey, Jason Schwartzman",,,,,,,
Amy Schumer: The Leather Special,Amy Schumer,,,,,,,
Amy Schumer Growing,Amy Schumer,,,,,,,
Amy,"Amy Winehouse, Lauren Gilbert",,,,,,,
Ana e Vitória,"Ana Caetano, Vitória Falcão, Clarissa Müller, Bruce Gomlevsky, Thati Lopes, Caique Nogueira, Érika Mader, Victor Lamoglia, Gabriela Nunes, Bryan Ruffo, Hamilton Dias",,,,,,,
La Leyenda del Diamante,"Ana Layevska, Alex Sirvent, Paulina Goto, Fernando Estrada, Alejandro Oliva, David Villegas, Xavier Cervantes, Cuauhtémoc Duque, Karyme Lozano, Rodrigo Treviño",,,,,,,
Skins,"Ana Polvorosa, Candela Peña, Macarena Gómez, Carmen Machi, Jon Kortajarena, Secun de la Rosa, Itziar Castro, Antonio Durán 'Morris', Joaquín Climent, Ana María Ayala, Eloi Costa",,,,,,,
Compulsion,"Analeigh Tipton, Jakob Cedergren, Marta Gastini, Jan Bijvoet, Anita Kravos, Valentin Merlet",,,,,,,
Little Singham Bandarpur Mein Hu Ha Hu,"Anamaya Verma, Ganesh Divekar, Jigna Bharadhwaj, Jitendra Dasadiva, Manoj Pandey, Manish Bhuvan, Meena Nahta, Neshma Chemburkar, Saumya Daan, Sonal Kaushal",,,,,,,
Chadi Jawani Budhe Nu,Anand,,,,,,,
Dorasaani,"Anand Deverakonda, Shivatmika Rajasekhar, Kannada Kishore",,,,,,,
Shutter,"Ananda Everingham, Natthaweeranuch Thongmee, Achita Sikamana, Unnop Chanpaibool, Titikarn Tongprasearth, Sivagorn Muttamara, Chachchaya Chalemphol, Kachormsak Naruepatr",,,,,,,
The Plan,"Anant Nag, Koustubh Jayakumar, Hemanth, Shreeram, Jay, Sanath, Pramod Shetty, Harish Roy",,,,,,,
Bombshell,"Ande Cunningham, Mark Mitchinson, Mia Pistorius, Nathalie Boltt, Nathan Lovejoy, Colin Moy, Jay Simon, Coen Falke, Greta Gregory, Byron Coll",,,,,,,
22-Jul,"Anders Danielsen Lie, Jon Øigarden, Jonas Strand Gravli, Ola G. Furuseth, Maria Bock, Thorbjørn Harr, Jaden Smith",,,,,,,
Just Another Love Story,"Anders W. Berthelsen, Rebecka Hemse, Nikolaj Lie Kaas, Charlotte Fich, Dejan Cukic, Karsten Jansfort, Flemming Enevold, Bent Mejding, Ewa Fröling, Josephine Raahauge, Timm Vladimir, Ditte Hansen",,,,,,,
My Ex-Ex,"André Bharti, Katherine Barrell, Ray Galletti, Emily Alatalo, Tamara Duarte, Randal Edwards, Alastair Forbes, Jesse Camacho",,,,,,,
High Flying Bird,"André Holland, Zazie Beetz, Bill Duke, Kyle MacLachlan, Melvin Gregg, Sonja Sohn, Zachary Quinto",,,,,,,
Taramani,"Andrea Jeremiah, Anjali, Vasanth Ravi, Adrian Knight Jesly, Azhagamperumal, Lizzie Antony, Nivas Adithan, Abhishek D Shah",,,,,,,
Paranormal Investigation,"Andrei Indreies, Jean-Baptiste Heuet, Jose Atuncar, Pierre Porquet, Claudine Bertin, Gabriella Jordan, Effie Rey, Catalin Morar, Antoine Rodriguez",,,,,,,
Where's the Money,"Andrew Bachelor, Kat Graham, Mike Epps, Terry Crews, Method Man, Logan Paul, Allen Maldonado, Josh Brener, Devon Werkheiser, Retta",,,,,,,
Power Rangers Super Megaforce: The Legendary Battle (Extended),"Andrew M. Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson, Azim Rizk, Cameron Jebo, Shailesh Prajapati, Ian Harcourt",,,,,,,
Power Rangers: Megaforce: The Robo Knight Before Christmas,"Andrew M. Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson, Azim Rizk, Shailesh Prajapati, Ian Harcourt",,,,,,,
Power Rangers: Megaforce: Raising Spirits,"Andrew M. Gray, John Mark Loudermilk, Ciara Hanna, Azim Rizk, Christina Masterson, Shailesh Prajapati, Ian Harcourt",,,,,,,
Wish Man,"Andrew Steel, Kirby Bliss Blanton, Tom Sizemore, Danny Trejo, Frank Whaley, Robert Pine, Fay Masterson, Steven Michael Quezada, Bruce Davison, Dale Dickey, Kenny Roberts, Colin Edwards, Casey Stoner, Freddie Spencer",,,,,,,
Norm of the North: Keys to the Kingdom,"Andrew Toth, Cole Howard, Maya Kay, Jennifer Cameron, Alan Marriott, Lee Tockar, Brian Drummond",,,,,,,
Time Trap,"Andrew Wilson, Cassidy Gifford, Brianne Howey, Reiley McClendon, Olivia Draguicevich, Max Wright, Hans Marrero, Rich Skidmore, Chris Sturgeon, Gopal Bidari",,,,,,,
Look for a Star,"Andy Lau, Qi Shu, Zhang Hanyu, Denise Ho, Dominic Lam, Xinyi Zhang, David Chiang, George Lam, Rebecca Pan, Maria Cordero, Tat-Ming Cheung",,,,,,,
Blind Detective,"Andy Lau, Sammi Cheng, Gao Yuanyuan, Guo Tao, Philip Keung, Lam Suet, Lo Hoi-pang, Tai-Lo Ma, Man-Wai Wong, Ying-Ying Yiu, Yi Zi",,,,,,,
On the Wrong Track,"Andy Lau, Yim Chau-wah, Wai Yee Chan, Prudence Liew, Poon Wang Ban, Hua Yueh, Wong Kung-miu",,,,,,,
HALO Legends,"Andy McAvin, James Faulkner, Luci Christian, John Swasey",,,,,,,
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,"Andy Samberg, Akiva Schaffer, Jorma Taccone, Hannah Simone, Jenny Slate, Sterling K. Brown, Jim O'Heir, Maya Rudolph, Stephanie Beatriz, Alana Haim, Este Haim, Danielle Haim",,,,,,,
Hot Rod,"Andy Samberg, Jorma Taccone, Bill Hader, Danny McBride, Isla Fisher, Sissy Spacek, Ian McShane, Will Arnett, Chris Parnell, Chester Tam",,,,,,,
Be Here Now,Andy Whitfield,,,,,,,
Everything About Her,"Angel Locsin, Xian Lim, Vilma Santos, Michael De Mesa, Nonie Buencamino, Khalil Ramos, Devon Seron, Alexa Ilacad, Nor Domingo, Robert Villar",,,,,,,
Carrie,"Angela Bettis, Patricia Clarkson, Rena Sofer, Kandyse McClure, Emilie de Ravin, Tobias Mehler, Jesse Cadotte, Meghan Black, Chelan Simmons, Katharine Isabelle",,,,,,,
April and the Extraordinary World,"Angela Galuppo, Paul Giamatti, Susan Sarandon, Tony Hale, J.K. Simmons, Tony Robinow, Mark Camacho, Tod Fennell, Carlos Alazraqui, Kari Wahlgren",,,,,,,
The Unmarried Wife,"Angelica Panganiban, Dingdong Dantes, Paulo Avelino, Maricar Reyes, Denise Laurel, Dimples Romana, Justin Cuyugan, Mart Escudero, Pamu Pamorada, Lei Andre Navarro, Irma Adlawan",,,,,,,
That Thing Called Tadhana,"Angelica Panganiban, JM de Guzman",,,,,,,
The Tourist,"Angelina Jolie, Johnny Depp, Paul Bettany, Timothy Dalton, Steven Berkoff, Rufus Sewell, Christian De Sica, Alessio Boni, Daniele Pecci, Giovanni Guidelli",,,,,,,
Women of Mafia 2,"Angie Cepeda, Agnieszka Dygant, Aleksandra Grabowska, Aleksandra Popławska, Katarzyna Warnke, Piotr Adamczyk, Enrique Arce, Amin Bensalem, Wojciech Bocianowski, Janusz Chabior",,,,,,,
